Case_ID,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,Scale_ID,RawScore,DecileScore,ScoreText,AssessmentType
47026,PRETRIAL,Male,Other,88,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,18.0,3,Low,Copy
51967,PRETRIAL,Female,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-2.62,2,Low,New
51967,PRETRIAL,Female,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-0.9,4,Low,New
51967,PRETRIAL,Female,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,14.0,1,Low,New
51974,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-2.33,3,Low,New
51974,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.18,2,Low,New
51974,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,16.0,2,Low,New
51975,PRETRIAL,Female,African-American,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-3.23,1,Low,New
51975,PRETRIAL,Female,African-American,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.79,1,Low,New
51975,PRETRIAL,Female,African-American,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,14.0,1,Low,New
51981,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,-0.15,10,High,New
51981,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.31,9,High,New
51981,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,28.0,8,High,New
51987,Probation,Male,Caucasian,78,22,Intake,English,Post Sentence,Probation,Single,2,7,-2.8,2,Low,New
51987,Probation,Male,Caucasian,78,22,Intake,English,Post Sentence,Probation,Single,2,8,0.0,7,Medium,New
51987,Probation,Male,Caucasian,78,22,Intake,English,Post Sentence,Probation,Single,2,18,21.0,4,Low,New
51966,Probation,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,-1.87,5,Medium,New
51966,Probation,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.48,9,High,New
51966,Probation,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,20.0,3,Low,New
51986,PRETRIAL,Male,Caucasian,92,22,Intake,English,Post Sentence,Probation,Single,4,7,-1.18,8,High,New
51986,PRETRIAL,Male,Caucasian,92,22,Intake,English,Post Sentence,Probation,Single,4,8,0.49,9,High,New
51986,PRETRIAL,Male,Caucasian,92,22,Intake,English,Post Sentence,Probation,Single,4,18,24.0,6,Medium,New
51982,Probation,Male,African-American,94,22,Intake,English,Post Sentence,Probation,Single,3,7,-1.36,7,Medium,New
51982,Probation,Male,African-American,94,22,Intake,English,Post Sentence,Probation,Single,3,8,0.57,9,High,New
51982,Probation,Male,African-American,94,22,Intake,English,Post Sentence,Probation,Single,3,18,22.0,5,Medium,New
51969,PRETRIAL,Male,African-American,89,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,-2.09,4,Low,New
51969,PRETRIAL,Male,African-American,89,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.41,9,High,New
51969,PRETRIAL,Male,African-American,89,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,14.0,1,Low,New
51971,PRETRIAL,Female,Caucasian,60,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,-2.4,3,Low,New
51971,PRETRIAL,Female,Caucasian,60,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,-0.11,8,High,New
51971,PRETRIAL,Female,Caucasian,60,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,25.0,7,Medium,New
51991,PRETRIAL,Male,African-American,67,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,-2.94,2,Low,New
51991,PRETRIAL,Male,African-American,67,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,-1.56,1,Low,New
51991,PRETRIAL,Male,African-American,67,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,18.0,3,Low,New
51976,PRETRIAL,Male,Caucasian,55,22,Intake,English,Pretrial,Residential Program,Married,1,7,-4.28,1,Low,New
51976,PRETRIAL,Male,Caucasian,55,22,Intake,English,Pretrial,Residential Program,Married,1,8,-2.61,1,Low,New
51976,PRETRIAL,Male,Caucasian,55,22,Intake,English,Pretrial,Residential Program,Married,1,18,11.0,1,Low,New
46670,PRETRIAL,Male,Hispanic,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,-1.62,6,Medium,Copy
46670,PRETRIAL,Male,Hispanic,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,-0.26,6,Medium,Copy
46670,PRETRIAL,Male,Hispanic,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,16.0,2,Low,Copy
51988,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-3.14,1,Low,New
51988,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.9,1,Low,New
51988,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,17.0,2,Low,New
51968,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-2.3,3,Low,New
51968,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.01,2,Low,New
51968,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,15.0,1,Low,New
51973,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,-1.88,5,Medium,New
51973,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,-0.17,6,Medium,New
51973,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,13.0,1,Low,New
51980,Probation,Male,Caucasian,43,22,Intake,English,Post Sentence,Probation,Divorced,1,7,-3.91,1,Low,New
51980,Probation,Male,Caucasian,43,22,Intake,English,Post Sentence,Probation,Divorced,1,8,-1.0,3,Low,New
51980,Probation,Male,Caucasian,43,22,Intake,English,Post Sentence,Probation,Divorced,1,18,17.0,2,Low,New
51978,PRETRIAL,Male,Caucasian,77,22,Intake,English,Post Sentence,Probation,Single,1,7,-2.22,4,Low,New
51978,PRETRIAL,Male,Caucasian,77,22,Intake,English,Post Sentence,Probation,Single,1,8,-0.47,5,Medium,New
51978,PRETRIAL,Male,Caucasian,77,22,Intake,English,Post Sentence,Probation,Single,1,18,20.0,3,Low,New
51965,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,-1.38,7,Medium,New
51965,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.14,9,High,New
51965,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,17.0,2,Low,New
51970,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,-2.51,3,Low,New
51970,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,-0.06,7,Medium,New
51970,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,25.0,6,Medium,New
51983,DRRD,Male,African-American,89,17,Intake,English,Conditional Release,Probation,Single,4,7,-1.21,8,High,New
51983,DRRD,Male,African-American,89,17,Intake,English,Conditional Release,Probation,Single,4,8,0.5,9,High,New
51983,DRRD,Male,African-American,89,17,Intake,English,Conditional Release,Probation,Single,4,18,20.0,3,Low,New
51985,PRETRIAL,Female,African-American,67,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-3.86,1,Low,New
51985,PRETRIAL,Female,African-American,67,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.92,1,Low,New
51985,PRETRIAL,Female,African-American,67,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,14.0,1,Low,New
52002,PRETRIAL,Male,Other,83,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,-2.85,2,Low,New
52002,PRETRIAL,Male,Other,83,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,-1.41,1,Low,New
52002,PRETRIAL,Male,Other,83,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,13.0,1,Low,New
52026,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,-2.44,3,Low,New
52026,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,-0.93,3,Low,New
52026,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,24.0,6,Medium,New
52004,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,-2.38,3,Low,New
52004,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,-0.53,6,Medium,New
52004,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,27.0,8,High,New
52011,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,-0.89,9,High,New
52011,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.37,9,High,New
52011,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,19.0,3,Low,New
35116,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,-1.66,6,Medium,Copy
35116,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,-0.25,6,Medium,Copy
35116,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,23.0,5,Medium,Copy
52032,PRETRIAL,Male,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Divorced,2,7,-2.21,4,Low,New
52032,PRETRIAL,Male,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Divorced,2,8,-0.29,6,Medium,New
52032,PRETRIAL,Male,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Divorced,2,18,17.0,2,Low,New
51997,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,-0.77,9,High,New
51997,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.32,9,High,New
51997,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,20.0,3,Low,New
52018,Probation,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Single,1,7,-3.49,1,Low,New
52018,Probation,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Single,1,8,-1.44,1,Low,New
52018,Probation,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Single,1,18,20.0,3,Low,New
52024,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,7,-2.97,1,Low,New
52024,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,8,-0.94,3,Low,New
52024,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,18,21.0,4,Low,New
52009,PRETRIAL,Male,African-American,71,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-2.89,2,Low,New
52009,PRETRIAL,Male,African-American,71,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.36,2,Low,New
52009,PRETRIAL,Male,African-American,71,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,16.0,2,Low,New
52021,PRETRIAL,Female,Hispanic,78,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,7,-3.46,1,Low,New
52021,PRETRIAL,Female,Hispanic,78,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,8,-1.69,1,Low,New
52021,PRETRIAL,Female,Hispanic,78,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,18,11.0,1,Low,New
52022,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,-3.37,1,Low,New
52022,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,-1.87,1,Low,New
52022,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,13.0,1,Low,New
52007,PRETRIAL,Male,Hispanic,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-1.98,4,Low,New
52007,PRETRIAL,Male,Hispanic,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-0.47,5,Medium,New
52007,PRETRIAL,Male,Hispanic,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,20.0,3,Low,New
52030,Probation,Female,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,7,-2.6,2,Low,New
52030,Probation,Female,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,8,-0.8,5,Medium,New
52030,Probation,Female,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,18,14.0,1,Low,New
51999,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,-3.47,1,Low,New
51999,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,-1.63,1,Low,New
51999,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,11.0,1,Low,New
52027,PRETRIAL,Male,Caucasian,59,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,-3.93,1,Low,New
52027,PRETRIAL,Male,Caucasian,59,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,-2.33,1,Low,New
52027,PRETRIAL,Male,Caucasian,59,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,13.0,1,Low,New
52015,Probation,Male,Caucasian,47,22,Intake,English,Post Sentence,Probation,Divorced,1,7,-4.16,1,Low,New
52015,Probation,Male,Caucasian,47,22,Intake,English,Post Sentence,Probation,Divorced,1,8,-1.57,1,Low,New
52015,Probation,Male,Caucasian,47,22,Intake,English,Post Sentence,Probation,Divorced,1,18,15.0,1,Low,New
51994,PRETRIAL,Male,African-American,62,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-2.6,2,Low,New
51994,PRETRIAL,Male,African-American,62,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.31,2,Low,New
51994,PRETRIAL,Male,African-American,62,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,21.0,4,Low,New
52012,PRETRIAL,Female,Caucasian,92,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,-2.18,4,Low,New
52012,PRETRIAL,Female,Caucasian,92,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,-1.13,3,Low,New
52012,PRETRIAL,Female,Caucasian,92,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,15.0,1,Low,New
51996,PRETRIAL,Male,Hispanic,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,-2.64,2,Low,New
51996,PRETRIAL,Male,Hispanic,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,-0.95,3,Low,New
51996,PRETRIAL,Male,Hispanic,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,18.0,3,Low,New
52003,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,-1.64,6,Medium,New
52003,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,-0.06,7,Medium,New
52003,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,20.0,3,Low,New
52010,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-2.24,3,Low,New
52010,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-0.43,5,Medium,New
52010,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,15.0,1,Low,New
52019,PRETRIAL,Male,Caucasian,65,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,-3.73,1,Low,New
52019,PRETRIAL,Male,Caucasian,65,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,-2.37,1,Low,New
52019,PRETRIAL,Male,Caucasian,65,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,12.0,1,Low,New
52014,Probation,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,-1.42,7,Medium,New
52014,Probation,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,-0.2,6,Medium,New
52014,Probation,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,14.0,1,Low,New
49208,PRETRIAL,Male,Caucasian,82,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,-3.19,1,Low,Copy
49208,PRETRIAL,Male,Caucasian,82,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,-1.18,2,Low,Copy
49208,PRETRIAL,Male,Caucasian,82,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,21.0,4,Low,Copy
52005,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-2.32,3,Low,New
52005,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.09,2,Low,New
52005,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,18.0,3,Low,New
52020,Probation,Female,African-American,85,22,Intake,English,Post Sentence,Probation,Single,1,7,-2.45,3,Low,New
52020,Probation,Female,African-American,85,22,Intake,English,Post Sentence,Probation,Single,1,8,-0.65,5,Medium,New
52020,Probation,Female,African-American,85,22,Intake,English,Post Sentence,Probation,Single,1,18,20.0,4,Low,New
52001,PRETRIAL,Male,Other,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,-2.82,2,Low,New
52001,PRETRIAL,Male,Other,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,-1.43,1,Low,New
52001,PRETRIAL,Male,Other,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,16.0,2,Low,New
52029,Probation,Male,African-American,63,22,Intake,English,Post Sentence,Probation,Single,3,7,-2.23,4,Low,New
52029,Probation,Male,African-American,63,22,Intake,English,Post Sentence,Probation,Single,3,8,0.17,8,High,New
52029,Probation,Male,African-American,63,22,Intake,English,Post Sentence,Probation,Single,3,18,28.0,8,High,New
52017,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,1,7,-2.71,2,Low,New
52017,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,1,8,-0.84,4,Low,New
52017,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,1,18,16.0,2,Low,New
52000,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,-0.95,9,High,New
52000,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.95,10,High,New
52000,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,27.0,7,Medium,New
52028,PRETRIAL,Male,Caucasian,79,22,Intake,English,Post Sentence,Probation,Single,2,7,-2.5,3,Low,New
52028,PRETRIAL,Male,Caucasian,79,22,Intake,English,Post Sentence,Probation,Single,2,8,-0.01,7,Medium,New
