Scale_ID,RawScore,DecileScore,ScoreText,Sex_Code_Text_Female,Sex_Code_Text_Male,Ethnic_Code_Text_African-Am,Ethnic_Code_Text_African-American,Ethnic_Code_Text_Arabic,Ethnic_Code_Text_Asian,Ethnic_Code_Text_Caucasian,Ethnic_Code_Text_Hispanic,Ethnic_Code_Text_Native American,Ethnic_Code_Text_Oriental,Ethnic_Code_Text_Other
8,0.4811,6,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.6427,9,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5314,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5242,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6338,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3178,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4075,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3321,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2729,1,0.0,1,0,0,0,0,0,0,1,0,0,0
8,0.2406,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4919,5,1.0,0,1,0,0,0,0,0,1,0,0,0
8,0.4327,5,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.2837,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.158,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.2944,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3411,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3734,3,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.4057,3,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.5655,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4991,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.1508,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5404,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3645,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3806,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4596,5,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.3196,1,0.0,0,1,0,0,0,0,0,0,0,0,1
8,0.6068,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4255,4,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.7469,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5745,7,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3609,3,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.6391,9,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4309,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5907,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3268,1,0.0,0,1,0,0,0,0,0,0,0,0,1
8,0.4847,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5117,7,1.0,1,0,0,0,0,0,1,0,0,0,0
8,0.5566,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5925,8,2.0,0,1,0,0,0,1,0,0,0,0,0
8,0.3214,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3716,2,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.5619,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4883,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6302,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4955,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3716,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.632,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5027,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6373,9,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4614,4,0.0,0,1,0,0,0,0,0,0,0,0,1
8,0.456,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5691,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3968,3,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.3483,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3896,3,0.0,1,0,0,0,0,0,0,1,0,0,0
8,0.4776,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5871,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5601,7,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3968,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6984,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5278,6,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6086,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2478,1,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.4506,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6194,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6445,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3752,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5476,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5242,6,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.0754,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6355,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.7127,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5117,5,1.0,0,1,0,0,0,0,0,1,0,0,0
8,0.5099,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5206,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5386,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3986,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4668,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4129,3,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.3914,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5655,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5135,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5242,6,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3752,3,0.0,1,0,0,0,0,0,0,1,0,0,0
8,0.4506,5,1.0,1,0,0,0,0,0,1,0,0,0,0
8,0.5494,7,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.7056,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5619,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6104,8,2.0,0,1,0,0,0,0,0,0,0,0,1
8,0.4381,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5099,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.605,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4524,5,1.0,1,0,0,0,0,0,1,0,0,0,0
8,0.4883,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.1777,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.684,10,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.079,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.1364,1,0.0,1,0,0,0,0,0,0,0,0,0,1
8,0.7235,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5027,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4488,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.246,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6858,9,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.07,1,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.6912,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2747,1,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.5404,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5189,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.298,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3268,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4434,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6697,9,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4722,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.1939,1,0.0,0,1,0,0,0,0,0,0,0,0,1
8,0.316,2,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.0844,1,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.3034,2,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.4883,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5117,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3806,3,0.0,1,0,0,0,0,0,0,1,0,0,0
8,0.2585,1,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.4488,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4039,3,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.3106,1,0.0,0,1,0,0,0,0,0,0,0,0,1
8,0.5242,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.7289,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2747,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4973,6,1.0,1,0,0,0,0,0,1,0,0,0,0
8,0.544,6,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3914,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3285,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5889,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5781,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6212,8,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3986,4,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.4399,3,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6302,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4794,6,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.4901,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4794,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3214,1,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.4417,3,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.4811,5,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.5332,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4596,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4686,4,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.7181,10,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.4811,6,1.0,1,0,0,0,0,0,1,0,0,0,0
8,0.228,1,0.0,1,0,0,0,0,0,0,0,0,0,1
8,0.6697,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.526,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.395,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4847,5,1.0,0,1,0,0,0,0,0,1,0,0,0
8,0.307,2,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.1795,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6679,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5494,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3645,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.0916,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3932,4,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.5099,5,1.0,0,1,0,0,0,0,0,0,0,0,1
8,0.14,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4129,3,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.2208,1,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.4686,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3968,4,0.0,1,0,0,0,0,0,0,1,0,0,0
8,0.6966,10,2.0,0,1,0,0,0,0,0,1,0,0,0
8,0.7989,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5009,5,1.0,0,1,0,0,0,0,0,0,0,0,1
8,0.2801,2,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.4075,3,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5583,7,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.1724,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3716,2,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.3698,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.2585,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6104,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4901,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2549,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5045,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3321,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4273,3,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5601,8,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.5027,6,1.0,1,0,0,0,0,0,1,0,0,0,0
8,0.4865,6,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.6553,10,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.3465,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2047,1,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.5206,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3411,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.2855,2,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.3016,2,0.0,1,0,0,0,0,1,0,0,0,0,0
8,0.5206,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4542,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.368,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3627,2,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.632,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4614,4,0.0,0,1,0,0,0,0,0,0,0,0,1
8,0.5583,7,1.0,0,1,0,0,0,0,0,1,0,0,0
8,0.5709,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5153,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.693,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.526,5,1.0,0,1,0,0,0,0,0,1,0,0,0
8,0.2998,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5548,7,1.0,0,1,0,0,0,0,0,1,0,0,0
8,0.2998,1,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.4524,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5781,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5943,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4991,6,1.0,1,0,0,0,0,0,0,1,0,0,0
8,0.8079,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4758,4,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2944,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4291,4,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.2765,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.395,4,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.4399,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4722,4,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.3788,3,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.6697,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3824,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5063,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.325,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2819,2,0.0,1,0,0,0,0,0,0,0,0,0,1
8,0.3357,2,0.0,0,1,0,0,0,1,0,0,0,0,0
8,0.5871,8,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.2567,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.2998,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5386,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4363,3,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.2262,1,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.6571,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4147,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4093,3,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.6876,10,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.623,8,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.526,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4991,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4039,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5853,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6266,9,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.5009,6,1.0,1,0,0,0,0,0,1,0,0,0,0
8,0.4776,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3734,3,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.2065,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5817,7,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.7307,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4829,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3321,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4147,4,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.3178,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5027,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5063,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4704,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3824,2,0.0,0,1,0,0,0,0,0,0,0,0,1
8,0.5619,8,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.1759,1,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.4237,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4399,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5637,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6661,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.0718,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6338,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.614,9,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.6822,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.693,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2298,1,0.0,0,1,0,0,0,1,0,0,0,0,0
8,0.675,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4955,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.447,5,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.4165,4,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.4219,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3501,3,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.3501,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6948,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6661,10,2.0,1,0,0,1,0,0,0,0,0,0,0
8,0.5242,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4937,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5691,7,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4201,4,0.0,1,0,0,0,0,0,0,1,0,0,0
8,0.5153,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3627,2,0.0,0,1,0,0,0,0,0,0,0,0,1
8,0.5314,7,1.0,1,0,0,1,0,0,0,0,0,0,0
8,0.2208,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5278,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4201,4,0.0,1,0,0,1,0,0,0,0,0,0,0
8,0.5153,5,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6302,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4075,4,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.3968,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4022,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4847,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.1975,1,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.4901,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5063,5,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4255,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3106,2,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.2352,1,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.0934,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.772,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6212,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.7056,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6391,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4901,6,1.0,1,0,0,0,0,0,1,0,0,0,0
8,0.1221,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5619,7,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.535,6,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3878,2,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5961,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6122,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6266,8,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5943,8,2.0,1,0,0,0,0,0,1,0,0,0,0
8,0.2639,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.614,8,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3824,2,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.544,6,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4237,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5583,7,1.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5601,7,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4273,3,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6266,8,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5117,7,1.0,1,0,0,0,0,0,0,0,0,0,1
8,0.1903,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.7002,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6804,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6032,8,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.6822,9,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.4668,4,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.307,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4399,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.3214,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2711,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2855,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.2657,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.5619,7,1.0,0,1,0,0,0,0,1,0,0,0,0
8,0.3537,2,0.0,0,1,0,0,0,0,0,1,0,0,0
8,0.2172,1,0.0,1,0,0,0,0,0,1,0,0,0,0
8,0.167,1,0.0,0,1,0,0,0,0,1,0,0,0,0
8,0.167,1,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.7271,10,2.0,0,1,0,1,0,0,0,0,0,0,0
8,0.5996,8,2.0,0,1,0,0,0,0,1,0,0,0,0
8,0.4363,3,0.0,0,1,0,1,0,0,0,0,0,0,0
8,0.6194,8,2.0,0,1,0,0,0,0,1,0,0,0,0
