Case_ID,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,Scale_ID,RawScore,DecileScore,ScoreText,AssessmentType
51948,PRETRIAL,Male,Caucasian,86,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0619,2,Low,New
51948,PRETRIAL,Male,Caucasian,86,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3398,1,Low,New
51949,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0695,9,High,New
51949,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0885,7,Medium,New
51949,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.3786,1,Low,New
51962,PRETRIAL,Male,Caucasian,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0262,1,Low,New
51962,PRETRIAL,Male,Caucasian,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0551,1,Low,New
51962,PRETRIAL,Male,Caucasian,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4369,3,Low,New
51957,PRETRIAL,Female,Caucasian,78,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.0264,1,Low,New
51957,PRETRIAL,Female,Caucasian,78,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.055,1,Low,New
51957,PRETRIAL,Female,Caucasian,78,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.3398,1,Low,New
51947,PRETRIAL,Female,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0421,3,Low,New
51947,PRETRIAL,Female,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.068,4,Low,New
51947,PRETRIAL,Female,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3786,1,Low,New
51959,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0447,4,Low,New
51959,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0763,6,Medium,New
51959,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.4369,3,Low,New
51964,PRETRIAL,Male,African-American,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.0169,1,Low,New
51964,PRETRIAL,Male,African-American,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.0464,1,Low,New
51964,PRETRIAL,Male,African-American,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.4369,3,Low,New
51972,PRETRIAL,Male,Caucasian,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0431,3,Low,New
51972,PRETRIAL,Male,Caucasian,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0623,2,Low,New
51972,PRETRIAL,Male,Caucasian,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3398,1,Low,New
51984,PRETRIAL,Male,Caucasian,85,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0489,4,Low,New
51984,PRETRIAL,Male,Caucasian,85,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0804,5,Medium,New
51984,PRETRIAL,Male,Caucasian,85,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4369,3,Low,New
51979,Probation,Male,Caucasian,84,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0291,1,Low,New
51979,Probation,Male,Caucasian,84,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0728,3,Low,New
51979,Probation,Male,Caucasian,84,22,Intake,English,Post Sentence,Probation,Single,1,18,0.3398,1,Low,New
51992,PRETRIAL,Male,African-American,75,22,Intake,English,Post Sentence,Probation,Single,1,7,0.019,1,Low,New
51992,PRETRIAL,Male,African-American,75,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0575,1,Low,New
51992,PRETRIAL,Male,African-American,75,22,Intake,English,Post Sentence,Probation,Single,1,18,0.3398,1,Low,New
51993,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,2,7,0.0487,4,Low,New
51993,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,2,8,0.087,7,Medium,New
51993,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,2,18,0.4369,3,Low,New
47026,PRETRIAL,Male,Other,88,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.0701,9,High,Copy
47026,PRETRIAL,Male,Other,88,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.1027,10,High,Copy
47026,PRETRIAL,Male,Other,88,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.4369,3,Low,Copy
51967,PRETRIAL,Female,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0365,2,Low,New
51967,PRETRIAL,Female,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0699,4,Low,New
51967,PRETRIAL,Female,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3592,1,Low,New
51974,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0421,3,Low,New
51974,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0645,2,Low,New
51974,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3981,2,Low,New
51975,PRETRIAL,Female,African-American,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0247,1,Low,New
51975,PRETRIAL,Female,African-American,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0526,1,Low,New
51975,PRETRIAL,Female,African-American,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3592,1,Low,New
51981,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.0845,10,High,New
51981,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.0934,9,High,New
51981,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.6311,8,High,New
51987,Probation,Male,Caucasian,78,22,Intake,English,Post Sentence,Probation,Single,2,7,0.033,2,Low,New
51987,Probation,Male,Caucasian,78,22,Intake,English,Post Sentence,Probation,Single,2,8,0.0874,7,Medium,New
51987,Probation,Male,Caucasian,78,22,Intake,English,Post Sentence,Probation,Single,2,18,0.4951,4,Low,New
51966,Probation,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0511,5,Medium,New
51966,Probation,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0967,9,High,New
51966,Probation,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.4757,3,Low,New
51986,PRETRIAL,Male,Caucasian,92,22,Intake,English,Post Sentence,Probation,Single,4,7,0.0645,8,High,New
51986,PRETRIAL,Male,Caucasian,92,22,Intake,English,Post Sentence,Probation,Single,4,8,0.0969,9,High,New
51986,PRETRIAL,Male,Caucasian,92,22,Intake,English,Post Sentence,Probation,Single,4,18,0.5534,6,Medium,New
51982,Probation,Male,African-American,94,22,Intake,English,Post Sentence,Probation,Single,3,7,0.061,7,Medium,New
51982,Probation,Male,African-American,94,22,Intake,English,Post Sentence,Probation,Single,3,8,0.0984,9,High,New
51982,Probation,Male,African-American,94,22,Intake,English,Post Sentence,Probation,Single,3,18,0.5146,5,Medium,New
51969,PRETRIAL,Male,African-American,89,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0468,4,Low,New
51969,PRETRIAL,Male,African-American,89,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0953,9,High,New
51969,PRETRIAL,Male,African-American,89,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.3592,1,Low,New
51971,PRETRIAL,Female,Caucasian,60,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0408,3,Low,New
51971,PRETRIAL,Female,Caucasian,60,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0852,8,High,New
51971,PRETRIAL,Female,Caucasian,60,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.5728,7,Medium,New
51991,PRETRIAL,Male,African-American,67,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,0.0303,2,Low,New
51991,PRETRIAL,Male,African-American,67,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,0.0571,1,Low,New
51991,PRETRIAL,Male,African-American,67,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,0.4369,3,Low,New
51976,PRETRIAL,Male,Caucasian,55,22,Intake,English,Pretrial,Residential Program,Married,1,7,0.0043,1,Low,New
51976,PRETRIAL,Male,Caucasian,55,22,Intake,English,Pretrial,Residential Program,Married,1,8,0.0367,1,Low,New
51976,PRETRIAL,Male,Caucasian,55,22,Intake,English,Pretrial,Residential Program,Married,1,18,0.301,1,Low,New
46670,PRETRIAL,Male,Hispanic,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0559,6,Medium,Copy
46670,PRETRIAL,Male,Hispanic,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0823,6,Medium,Copy
46670,PRETRIAL,Male,Hispanic,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.3981,2,Low,Copy
51988,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0264,1,Low,New
51988,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0505,1,Low,New
51988,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4175,2,Low,New
51968,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0427,3,Low,New
51968,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0678,2,Low,New
51968,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3786,1,Low,New
51973,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0509,5,Medium,New
51973,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0841,6,Medium,New
51973,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.3398,1,Low,New
51980,Probation,Male,Caucasian,43,22,Intake,English,Post Sentence,Probation,Divorced,1,7,0.0115,1,Low,New
51980,Probation,Male,Caucasian,43,22,Intake,English,Post Sentence,Probation,Divorced,1,8,0.068,3,Low,New
51980,Probation,Male,Caucasian,43,22,Intake,English,Post Sentence,Probation,Divorced,1,18,0.4175,2,Low,New
51978,PRETRIAL,Male,Caucasian,77,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0443,4,Low,New
51978,PRETRIAL,Male,Caucasian,77,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0783,5,Medium,New
51978,PRETRIAL,Male,Caucasian,77,22,Intake,English,Post Sentence,Probation,Single,1,18,0.4757,3,Low,New
51965,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0606,7,Medium,New
51965,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0901,9,High,New
51965,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.4175,2,Low,New
51970,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0386,3,Low,New
51970,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0862,7,Medium,New
51970,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.5728,6,Medium,New
51983,DRRD,Male,African-American,89,17,Intake,English,Conditional Release,Probation,Single,4,7,0.0639,8,High,New
51983,DRRD,Male,African-American,89,17,Intake,English,Conditional Release,Probation,Single,4,8,0.0971,9,High,New
51983,DRRD,Male,African-American,89,17,Intake,English,Conditional Release,Probation,Single,4,18,0.4757,3,Low,New
51985,PRETRIAL,Female,African-American,67,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0124,1,Low,New
51985,PRETRIAL,Female,African-American,67,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0501,1,Low,New
51985,PRETRIAL,Female,African-American,67,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3592,1,Low,New
52002,PRETRIAL,Male,Other,83,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.032,2,Low,New
52002,PRETRIAL,Male,Other,83,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.06,1,Low,New
52002,PRETRIAL,Male,Other,83,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.3398,1,Low,New
52026,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,0.04,3,Low,New
52026,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,0.0693,3,Low,New
52026,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,0.5534,6,Medium,New
52004,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0412,3,Low,New
52004,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0771,6,Medium,New
52004,PRETRIAL,Female,African-American,79,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.6117,8,High,New
52011,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.0701,9,High,New
52011,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.0946,9,High,New
52011,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.4563,3,Low,New
35116,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0551,6,Medium,Copy
35116,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0825,6,Medium,Copy
35116,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.534,5,Medium,Copy
52032,PRETRIAL,Male,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Divorced,2,7,0.0445,4,Low,New
52032,PRETRIAL,Male,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Divorced,2,8,0.0817,6,Medium,New
52032,PRETRIAL,Male,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Divorced,2,18,0.4175,2,Low,New
51997,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.0724,9,High,New
51997,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.0936,9,High,New
51997,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.4757,3,Low,New
52018,Probation,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0196,1,Low,New
52018,Probation,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0594,1,Low,New
52018,Probation,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Single,1,18,0.4757,3,Low,New
52024,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0297,1,Low,New
52024,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0691,3,Low,New
52024,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,18,0.4951,4,Low,New
52009,PRETRIAL,Male,African-American,71,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0313,2,Low,New
52009,PRETRIAL,Male,African-American,71,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.061,2,Low,New
52009,PRETRIAL,Male,African-American,71,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3981,2,Low,New
52021,PRETRIAL,Female,Hispanic,78,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,7,0.0202,1,Low,New
52021,PRETRIAL,Female,Hispanic,78,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,8,0.0546,1,Low,New
52021,PRETRIAL,Female,Hispanic,78,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,18,0.301,1,Low,New
52022,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.0219,1,Low,New
52022,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.0511,1,Low,New
52022,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.3398,1,Low,New
52007,PRETRIAL,Male,Hispanic,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0489,4,Low,New
52007,PRETRIAL,Male,Hispanic,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0783,5,Medium,New
52007,PRETRIAL,Male,Hispanic,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4757,3,Low,New
52030,Probation,Female,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0369,2,Low,New
52030,Probation,Female,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0718,5,Medium,New
52030,Probation,Female,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,18,0.3592,1,Low,New
51999,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.02,1,Low,New
51999,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.0557,1,Low,New
51999,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.301,1,Low,New
52027,PRETRIAL,Male,Caucasian,59,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.0111,1,Low,New
52027,PRETRIAL,Male,Caucasian,59,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.0421,1,Low,New
52027,PRETRIAL,Male,Caucasian,59,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.3398,1,Low,New
52015,Probation,Male,Caucasian,47,22,Intake,English,Post Sentence,Probation,Divorced,1,7,0.0066,1,Low,New
52015,Probation,Male,Caucasian,47,22,Intake,English,Post Sentence,Probation,Divorced,1,8,0.0569,1,Low,New
52015,Probation,Male,Caucasian,47,22,Intake,English,Post Sentence,Probation,Divorced,1,18,0.3786,1,Low,New
51994,PRETRIAL,Male,African-American,62,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0369,2,Low,New
51994,PRETRIAL,Male,African-American,62,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0619,2,Low,New
51994,PRETRIAL,Male,African-American,62,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4951,4,Low,New
52012,PRETRIAL,Female,Caucasian,92,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,0.045,4,Low,New
52012,PRETRIAL,Female,Caucasian,92,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,0.0654,3,Low,New
52012,PRETRIAL,Female,Caucasian,92,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,0.3786,1,Low,New
51996,PRETRIAL,Male,Hispanic,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.0361,2,Low,New
51996,PRETRIAL,Male,Hispanic,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.0689,3,Low,New
51996,PRETRIAL,Male,Hispanic,70,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.4369,3,Low,New
52003,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0555,6,Medium,New
52003,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0862,7,Medium,New
52003,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.4757,3,Low,New
52010,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0439,3,Low,New
52010,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.079,5,Medium,New
52010,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3786,1,Low,New
52019,PRETRIAL,Male,Caucasian,65,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.015,1,Low,New
52019,PRETRIAL,Male,Caucasian,65,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.0414,1,Low,New
52019,PRETRIAL,Male,Caucasian,65,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.3204,1,Low,New
52014,Probation,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0598,7,Medium,New
52014,Probation,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0835,6,Medium,New
52014,Probation,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.3592,1,Low,New
49208,PRETRIAL,Male,Caucasian,82,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,0.0254,1,Low,Copy
49208,PRETRIAL,Male,Caucasian,82,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,0.0645,2,Low,Copy
49208,PRETRIAL,Male,Caucasian,82,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,0.4951,4,Low,Copy
52005,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0423,3,Low,New
52005,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0662,2,Low,New
52005,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4369,3,Low,New
52020,Probation,Female,African-American,85,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0398,3,Low,New
52020,Probation,Female,African-American,85,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0748,5,Medium,New
52020,Probation,Female,African-American,85,22,Intake,English,Post Sentence,Probation,Single,1,18,0.4757,4,Low,New
52001,PRETRIAL,Male,Other,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0326,2,Low,New
52001,PRETRIAL,Male,Other,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0596,1,Low,New
52001,PRETRIAL,Male,Other,87,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3981,2,Low,New
52029,Probation,Male,African-American,63,22,Intake,English,Post Sentence,Probation,Single,3,7,0.0441,4,Low,New
52029,Probation,Male,African-American,63,22,Intake,English,Post Sentence,Probation,Single,3,8,0.0907,8,High,New
52029,Probation,Male,African-American,63,22,Intake,English,Post Sentence,Probation,Single,3,18,0.6311,8,High,New
52017,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,1,7,0.0348,2,Low,New
52017,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,1,8,0.0711,4,Low,New
52017,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,1,18,0.3981,2,Low,New
52000,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.0689,9,High,New
52000,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.1058,10,High,New
52000,PRETRIAL,Male,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.6117,7,Medium,New
52028,PRETRIAL,Male,Caucasian,79,22,Intake,English,Post Sentence,Probation,Single,2,7,0.0388,3,Low,New
